,title_id,title,year,genre,duration,director,actors,description,avg_vote,budget,gross_income_usa,gross_income_global,votes,user_reviews,critics_reviews,profit
63159,tt2223990,Draft Day,2014,Drama,110,Ivan Reitman,"Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride, Mel Kiper, Jon Gruden, Kevin Costner, Deion Sanders, Mike Mayock, Jennifer Garner, Anthony Rizzo, Aaron Goldhammer, Chadwick Boseman, Jordan Harris, Zachary Littlejohn","At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",6.8,25000000,28842237,29462046.0,49920,146.0,165.0,4462046.0
52340,tt1127180,Drag Me to Hell,2009,Horror,99,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza, Chelcie Ross, Reggie Lee, Molly Cheek, Bojana Novakovic, Kevin Foster, Alexis Cruz, Ruth Livier, Shiloh Selassie, Flor de Maria Chahua","A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",6.5,30000000,42100625,90842646.0,180019,758.0,422.0,60842646.0
49839,tt0889595,Dream Boy,2008,Drama,88,James Bolton,"Stephan Bender, Thomas Jay Ryan, Diana Scarwid, Tom Gilroy, Maximillian Roeg, Randy Wayne, Owen Beckman, Rooney Mara, Rickie Lee Jones, Nick Ericson",Chronicles the relationship between two gay teenagers in the rural south in the late '70s.,6.2,1200000,6534,6534.0,3632,32.0,6.0,-1193466.0
44586,tt0418647,Dreamer: Inspired by a True Story,2005,Drama,106,John Gatins,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue, David Morse, Freddy Rodríguez, Luis Guzmán, Oded Fehr, Ken Howard, Holmes Osborne, Antonio Badrani, John Moyer, Kayren Butler, Tommy Barnes, Frank Hoyt Taylor","Cale Crane catalyzes the rescue and rehabilitation of Sonador, a race horse with a broken leg.",6.8,32000000,32751093,38741732.0,11553,111.0,75.0,6741732.0
45629,tt0443489,Dreamgirls,2006,Drama,130,Bill Condon,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine","A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",6.5,70000000,103365956,154937680.0,65373,521.0,236.0,84937680.0
48950,tt0818098,Dreamkiller,2010,Thriller,110,Catherine C. Pirotta,"Dario Deak, John Savage, Tyrone Power Jr., Penny Vital, John Colton, Eddie Alfano, Karin Andrade, Roya Aryanpad, Chéri Ballinger, Roxanne Barker, Brad Bell, David Bertelsen, Lauren Bicknell, Greg Blessing, Kelly Chambers",A young doctor is linked to a series of mysterious and brutally executed murders while performing a controversial medical experiment with mysterious origins.,3.0,2500000,15514,15514.0,105,11.0,6.0,-2484486.0
48941,tt0817538,Drillbit Taylor,2008,Comedy,110,Steven Brill,"Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson, Casey Boersma, Dylan Boersma, Lisa Ann Walter, Beth Littleford, David Koechner, Matt Walsh, Janet Varney, Lisa Lampanelli, Bill O'Neill, Shaun Weiss, Jordan Valacich",Three kids hire a low-budget bodyguard to protect them from the playground bully.,5.7,40000000,32862104,49690625.0,55885,108.0,141.0,9690625.0
48341,tt0780504,Drive,2011,Crime,100,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks, Ron Perlman, Kaden Leos, Jeff Wolfe, James Biberi, Russ Tamblyn, Joe Bucaro III, Tiara Parker, Tim Trella, Jimmy Hart",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.,7.8,15000000,35061555,76176032.0,533029,1435.0,706.0,61176032.0
56524,tt1502404,Drive Angry,2011,Action,104,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke, David Morse, Todd Farmer, Christa Campbell, Charlotte Ross, Tom Atkins, Jack McGee, Katy Mixon, Wanetah Walmsley, Robin McGee, Fabian C. Moreno, Edrick Browne",A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,5.4,50000000,10721033,28931401.0,91238,227.0,304.0,-21068599.0
54077,tt1268962,Drool,2009,Comedy,85,Nancy Kissam,"Laura Harring, Jill Marie Jones, Oded Fehr, Ashley Duggan Smith, Christopher Newhouse, Rebecca Newman, Dalton Alfortish, Ruthie Austin, James DuMont, Kerrell Antonio, Garrett Allain","An abused wife's plan to escape her husband goes awry when she accidentally kills him, causing her to split on a cross-country drive with her best friend and his corpse in tow.",5.7,1000000,1403,1403.0,733,4.0,9.0,-998597.0
34270,tt0186045,Drowning Mona,2000,Comedy,96,Nick Gomez,"Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis, Casey Affleck, William Fichtner, Marcus Thomas, Peter Dobson, Kathleen Wilhoite, Tracey Walter, Will Ferrell, Paul Ben-Victor, Paul Schulze, Mark Pellegrino, Raymond O'Connor","When a woman drives a car into the river to her death, everyone in town becomes a suspect.",5.7,37000000,15506764,15910104.0,12777,151.0,33.0,-21089896.0
40011,tt0303933,Drumline,2002,Comedy,118,Charles Stone III,"Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts, GQ, Jason Weaver, Earl Poitier, Candace Carey, Shay Roundtree, Miguel A. Gaetan, J. Anthony Brown, Afemo Omilami, Angela Elayne Gibbs, Tyreese Burnett, Brandon Hirsch",A band director recruits a Harlem street drummer to play at a Southern university.,5.8,20000000,56399184,57588485.0,31990,183.0,63.0,37588485.0
36703,tt0242423,"Dude, Where's My Car?",2000,Comedy,83,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson, David Herman, Hal Sparks, Charlie O'Connell, John Toles-Bey, Christian Middelthon, Dave Bannick, James Vincent, Bob Clendenin, Mary Lynn Rajskub, Kevin Christy",Two potheads wake up after a night of partying and cannot remember where they parked their car.,5.5,13000000,46729800,73180723.0,130071,467.0,65.0,60180723.0
53591,tt1231583,Due Date,2010,Adventure,95,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh, Brody Stevens, Jakob Ulrich, Naiia Ulrich, Todd Phillips, Bobby Tisdale, Sharon Conley, Nathalie Fay",High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,6.5,65000000,100539043,211780824.0,309164,309.0,311.0,146780824.0
31450,tt0134630,Duets,2000,Comedy,112,Bruce Paltrow,"Lochlyn Munro, Carol Alexander, Michael J Rogers, Huey Lewis, Amanda Kravat, Paul Giamatti, Ian Robison, Roger Haskett, John Payne, Scott Speedman, Tom Bougers, Marian Seldes, Angie Phillips, Steve Oatway, Erika von Tagen","A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines.",6.1,21000000,4739023,6620242.0,8880,128.0,64.0,-14379758.0
42135,tt0361715,Duma,2005,Adventure,100,Carroll Ballard,"Alex Michaeletos, Campbell Scott, Mary Makhatho, Nthabiseng Kenoshi, Hope Davis, Jennifer Steyn, Nicky Rebelo, Garth Renecle, André Stolz, Charlotte Savage, Ronald Shange, Eamonn Walker, Nadia Kretschmer, John Whiteley, Clive Scott",An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,7.2,12000000,870067,994790.0,7420,45.0,37.0,-11005210.0
62197,tt2096672,Dumb and Dumber To,2014,Comedy,109,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden, Rachel Melvin, Steve Tom, Don Lake, Patricia French, Elizabeth Cooper, Kathleen Turner, Bill Murray, Tembi Locke, Paul Blackthorne, Brady Bluhm, Eddie Shin","20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",5.6,40000000,86208010,169837010.0,121393,319.0,228.0,129837010.0
41043,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,85,Troy Miller,"Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory, Derek Richardson, Eric Christian Olsen, Luis Guzmán, Rachel Nichols, Elden Henson, Eugene Levy, Cheri Oteri, Holly Towne, Josh Braaten, Vahe Manoukian, William Lee Scott",Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,3.4,19000000,26276465,39267515.0,35536,269.0,86.0,20267515.0
50988,tt1013860,Dylan Dog: Dead of Night,2010,Action,107,Kevin Munroe,"Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs, Kurt Angle, Peter Stormare, Kent Jude Bernard, Mitchell Whitfield, Michael Cotter, Laura Spencer, James Landry Hébert, Dan Braverman, Marco St. John, Kyle Clements, Douglas M. Griffin","The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans.",5.1,20000000,1186538,4634062.0,14258,75.0,138.0,-15365938.0
58220,tt1653002,Dysfunctional Friends,2012,Comedy,111,Corey Grant,"Stacey Dash, Wesley Jonathan, Jason Weaver, Reagan Gomez-Preston, Stacy Keibler, Persia White, Hosea Chanchez, Datari Turner, Christian Keyes, Terrell Owens, Tatyana Ali, Essence Atkins, Meagan Good, Keith Robinson, Jerkins Rodney",Nine estranged friends are reunited after their larger than life friend unexpectedly dies. The friends who haven't seen each other in years are all forced to stay at their deceased friends ...,5.1,5000000,13546,13546.0,766,9.0,4.0,-4986454.0
62821,tt2183034,Earth to Echo,2014,Adventure,91,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius M. Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman, Roger Hewlett, Mary Pat Gleason, Marilyn Giacomazzi","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",5.8,13000000,38934842,45336704.0,17812,160.0,115.0,32336704.0
54228,tt1282140,Easy A,2010,Comedy,92,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka, Stanley Tucci, Fred Armisen, Juliette Goglia, Jake Sandvig, Morgan Rusler",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,7.1,8000000,58401464,74952305.0,337136,322.0,269.0,66952305.0
49717,tt0879870,Eat Pray Love,2010,Drama,133,Ryan Murphy,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup, Viola Davis, A. Jay Radcliff, Mike O'Malley, Ashlie Atkinson, James Franco, Lisa Roberts Gillan, Ryan O'Nan, Gita Reddy, Dwayne Clark, Jen Kwok, Mary Testa","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",5.8,60000000,80574010,204594016.0,80367,339.0,216.0,144594016.0
42667,tt0372884,Eating Out,2004,Comedy,90,Q. Allan Brocka,"Rebekah Kochan, Scott Lunsford, Jim Verraros, Natalie Burge, Adrienne Pearson, Jillian Nusbaum, Ryan Carnes, Kris Black, Emily Brooke Hands, Billy Shepard, Maurice Grossman, John Janezic, Ditte Lokon, Dani Millan, Stafford Williamson","After getting dumped by his slutty girlfriend, Caleb falls in love with Gwen. However, thanks to Caleb's roommate, Gwen thinks he's gay and sets him up with her roommate, Marc.",5.8,50000,155212,155212.0,5736,84.0,15.0,105212.0
37316,tt0253063,Eban and Charley,2000,Drama,86,James Bolton,"Brent Fellows, Gio Black Peter, Ellie Nicholson, Drew Zeller, Pam Munter, Ron Upton, Nolan Chard, Deanna Alexich, Kali, Greg McMickle, Jennifer Utley","After his mother dies, 15-year-old Charley must live with his unloving, bullying father. Out of loneliness, Charley strikes up an illicit romance with 29-year-old Eban. When their families find out, they must make a life-altering decision.",5.7,30000,16918,16918.0,714,25.0,5.0,-13082.0
45631,tt0443496,Edmond,2005,Drama,82,Stuart Gordon,"William H. Macy, Frances Bay, Rebecca Pidgeon, Joe Mantegna, Denise Richards, Wendy Thompson, Vincent Guastaferro, Bai Ling, Matt Landers, Dulé Hill, Russell Hornsby, Aldis Hodge, Debi Mazar, Mena Suvari, Jeffrey Combs",A fortune-tellers teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.,6.2,10000000,131719,243524.0,10861,121.0,87.0,-9756476.0
43748,tt0397313,Eight Below,2006,Adventure,120,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg, Jason Biggs, D.J., Timba, Koda, Jasmin, Apache, Buck, Noble, Troika",Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,7.3,40000000,81612565,120455994.0,57409,280.0,127.0,80455994.0
38225,tt0271263,Eight Crazy Nights,2002,Animation,76,Seth Kearsley,"Adam Sandler, Jackie Sandler, Austin Stout, Kevin Nealon, Rob Schneider, Norm Crosby, Jon Lovitz, Tyra Banks, Blake Clark, Peter Dante, Ellen Albertini Dow, Kevin P. Farley, Lari Friedman, Tom Kenny, Cole Sprouse","Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits.",5.4,34000000,23586598,23833131.0,20572,158.0,65.0,-10166869.0
38231,tt0271367,Eight Legged Freaks,2002,Action,99,Ellory Elkayem,"David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson, Doug E. Doug, Rick Overton, Leon Rippy, Matt Czuchry, Jay Arlen Jones, Eileen Ryan, Riley Smith, Matt Holwick, Jane Edith Wilson, Jack Moore, Roy Gaintner",Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.,5.4,30000000,17322606,45867333.0,50712,310.0,191.0,15867333.0
78369,tt7014006,Eighth Grade,2018,Comedy,93,Bo Burnham,"Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan, Daniel Zolghadri, Fred Hechinger, Imani Lewis, Luke Prael, Catherine Oliviere, Nora Mullins, Gerald W. Jones, Missy Yager, Shacha Temirov, Greg Crowe, Thomas John O'Reilly",An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,7.4,2000000,13539709,14347433.0,49510,380.0,221.0,12347433.0
78986,tt7374952,El Chicano,2018,Drama,108,Ben Hernandez Bray,"Logan Arevalo, Julian Bray, Adolfo Alvarez, Marco Rodríguez, Emilio Rivera, Yadi Valerio Rivera, George Lopez, Raúl Castillo, Jose Pablo Cantillo, Noel Gugliemi, David Castañeda, Roberto Garcia, Aimee Garcia, Marlene Forte, Armida Lopez",A pair of twin brothers from East L.A. choose to live their lives differently and end up on opposite sides of the law.,5.2,8000000,1400603,1404646.0,686,23.0,16.0,-6595354.0
50572,tt0974554,Elegy,2008,Drama,112,Isabel Coixet,"Penélope Cruz, Ben Kingsley, Dennis Hopper, Patricia Clarkson, Peter Sarsgaard, Debbie Harry, Charlie Rose, Antonio Cupo, Michelle Harrison, Sonja Bennett, Emily Holmes, Chelah Horsdal, Marci T. House, Alessandro Juliani, Tiffany Lyndall-Knight","Cultural critic David Kepesh finds his life, which he indicates is a state of ""emancipated manhood"", thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",6.7,13000000,3581642,14894347.0,21303,115.0,137.0,1894347.0
42228,tt0363589,Elephant,2003,Crime,81,Gus Van Sant,"Alex Frost, Eric Deulen, John Robinson, Elias McConnell, Jordan Taylor, Carrie Finklea, Nicole George, Brittany Mountain, Alicia Miles, Kristen Hicks, Bennie Dixon, Nathan Tyson, Timothy Bottoms, Matt Malloy, Ellis Williams",Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,7.2,3000000,1266955,10012022.0,81747,697.0,213.0,7012022.0
40686,tt0319343,Elf,2003,Comedy,97,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart, Edward Asner, Mary Steenburgen, Zooey Deschanel, Daniel Tay, Faizon Love, Peter Dinklage, Amy Sedaris, Michael Lerner, Andy Richter, Kyle Gass, Artie Lange, Leon Redbone","After discovering he is a human, a man raised as an elf at the North Pole decides to travel to New York City to locate his real father.",6.9,33000000,173840591,220885524.0,195018,465.0,167.0,187885524.0
42506,tt0368709,Elizabethtown,2005,Comedy,123,Cameron Crowe,"Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin, Bruce McGill, Judy Greer, Jessica Biel, Paul Schneider, Loudon Wainwright III, Gailard Sartain, Jed Rees, Paula Deen, Dan Biggers, Alice Marie Crowe, Tim Devitt","During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess.",6.4,45000000,26850426,52034891.0,65077,515.0,190.0,7034891.0
56929,tt1535108,Elysium,2013,Action,109,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga, Diego Luna, Wagner Moura, William Fichtner, Brandon Auret, Josh Blacker, Emma Tremblay, Jose Pablo Cantillo, Maxwell Perry Cotton, Faran Tahir, Adrian Holmes, Jared Keeso","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",6.6,115000000,93050117,286140700.0,402030,886.0,497.0,171140700.0
51995,tt1091225,Emma Smith: My Story,2008,Biography,98,"Gary Cook, T.C. Christensen","Patricia Place, Katherine Nelson, Nathan Mitchell, Stephanie Breinholt, Tayva Patch, Rick Macy, Dallyn Vail Bayles, Cheryl Kirby, Kalvin Stringer, Bob Nelson, Rosanna Ungerman, Duff Clawson, Ryan Wood, Joy Gardner, Talon G. Ackerman","Before her death, Emma reflects on her life; beginning with her childhood, up through her final years in Nauvoo. Based on the life of Emma Hale Smith.",6.7,5000000,881787,881787.0,301,16.0,1.0,-4118213.0
37760,tt0262396,Empire,2002,Crime,90,Franc. Reyes,"John Leguizamo, Peter Sarsgaard, Denise Richards, Vincent Laresca, Isabella Rossellini, Sônia Braga, Delilah Cotto, Nestor Serrano, Anthony 'Treach' Criss, Rafael Báez, Fat Joe, Carlos Leon, Felix Solis, Omar Pastran, Rob B. Campbell",A successful South Bronx drug dealer turns his back on his roots and gives money to a Wall Street broker to invest for him.,6.0,4000000,17600423,18591272.0,7073,65.0,54.0,14591272.0
44896,tt0424993,Employee of the Month,2006,Comedy,103,Greg Coolidge,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams, Sean Whalen, Barbara Dodd, Victor Izay, Marc Mouchet, Kathleen Arc","A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.",5.5,12000000,28444855,38368909.0,42641,164.0,87.0,26368909.0
46461,tt0461770,Enchanted,2007,Animation,107,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Rachel Covey, Susan Sarandon, Julie Andrews, Jeff Bennett, Kevin Lima, Emma Rose Lima, Teala Dunn, Fred Tatasciore, Courtney Williams, William Huntley","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",7.0,85000000,127807262,340487652.0,168031,414.0,228.0,255487652.0
60385,tt1855199,End of Watch,2012,Action,109,David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, Everton Lawrence, Leequwid 'Devil' Wilkens, James 'Pistol' McNeal, Zone","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",7.6,7000000,41003371,48126384.0,215084,379.0,365.0,41126384.0
43845,tt0399862,End of the Spear,2005,Adventure,108,Jim Hanon,"Louie Leonardo, Chad Allen, Jack Guzman, Christina Souza, Chase Ellison, Chemo Mepaquito, Ninabet Bedoya, Sara Kathryn Bakker, Cara Stoner, Beth Bailey, Ocniel Barrigon, Yariela Caizamo, Andrea Lino Mache, Marco Flaco, Gabriela Valdespino",Two people come to the end of a spear in order to realize that the divisions between them are not real.,6.8,10000000,11967000,12128105.0,4743,151.0,49.0,2128105.0
59147,tt1731141,Ender's Game,2013,Action,114,Gavin Hood,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin, Ben Kingsley, Viola Davis, Aramis Knight, Suraj Partha, Moises Arias, Khylin Rhambo, Jimmy 'Jax' Pinchak, Nonso Anozie, Conor Carroll, Caleb J. Thaggard, Cameron Gaskins","Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",6.6,110000000,61737191,125537191.0,214378,609.0,334.0,15537191.0
63873,tt2318092,Endless Love,2014,Drama,104,Shana Feste,"Alex Pettyfer, Gabriella Wilde, Bruce Greenwood, Joely Richardson, Robert Patrick, Rhys Wakefield, Dayo Okeniyi, Emma Rigby, Anna Enger Ritch, Fabianne Therese, Mike Bland, Jake Schultz, Jeff Pope, Zechariah Pierce, Ryan Lewis",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,6.3,20000000,23438250,34718173.0,38616,81.0,100.0,14718173.0
34614,tt0193135,Enemies of Laughter,2000,Comedy,90,Joey Travolta,"David Paymer, Judge Reinhold, Rosalind Chao, Peter Falk, Bea Arthur, Christina Fulton, Marilu Henner, Paul Sampson, Glen Merzer, Leila Kenzle, Kathy Griffin, Daphne Zuniga, Vanessa Angel, Shera Danese, Lili Barsha",Enemies tells the story of a playwright and sitcom writer Paul Halpern (Academy Award Nominee David Paymer) who can't buy a break!,5.2,2500000,2000,2000.0,141,3.0,3.0,-2498000.0
38600,tt0278435,Enough,2002,Crime,115,Michael Apted,"Jennifer Lopez, Billy Campbell, Tessa Allen, Juliette Lewis, Dan Futterman, Noah Wyle, Fred Ward, Christopher Maher, Janet Carroll, Bill Cobbs, Bruce A. Young, Bruce French, Ruben Madera, Dan Martin, Jeff Kober","After running away fails, a terrified woman empowers herself in order to battle her abusive husband.",5.7,38000000,40007742,51801187.0,37058,242.0,90.0,13801187.0
64556,tt2390361,Enough Said,2013,Comedy,93,Nicole Holofcener,"Julia Louis-Dreyfus, Lennie Loftin, Jessica St. Clair, Christopher Nicholas Smith, Tracey Fairaway, Toni Collette, Ben Falcone, Michaela Watkins, Catherine Keener, Phillip Brock, James Gandolfini, Tavi Gevinson, Nick L. Williams, Ivy Strohmaier, Natasha Sky Lipson",A divorced woman who decides to pursue the man she's interested in learns he's her new friend's ex-husband.,7.0,8000000,17550872,25288872.0,56417,158.0,240.0,17288872.0
58484,tt1674771,Entourage,2015,Comedy,104,Doug Ellin,"Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, Jeremy Piven, Emmanuelle Chriqui, Perrey Reeves, Rex Lee, Debi Mazar, Rhys Coiro, Constance Zimmer, Haley Joel Osment, Ronda Rousey, Kid Cudi, Alan Dale","Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",6.6,30000000,32363404,49263404.0,72665,192.0,224.0,19263404.0
40946,tt0326856,Envy,2004,Comedy,99,Barry Levinson,"Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler, Christopher Walken, Ariel Gade, Sam Lerner, Lily Jackson, Connor Matheus, Hector Elias, Angee Hughes, Manny Kleinmuntz, Blue Deckert, John Gavigan, Terry Bozeman",A man becomes increasingly jealous of his friend's newfound success.,4.8,40000000,13562325,14494036.0,28959,180.0,81.0,-25505964.0
49416,tt0848537,Epic,2013,Animation,102,Chris Wedge,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy, Todd Cummings, John DiMaggio, Troy Evans, Colin Farrell, Jason Fricchione, Judah Friedlander, Helen Hong, Josh Hutcherson, Kelly Keaton, Emma Kenney, Kyle Kinane",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,6.7,100000000,107518682,268426634.0,96478,125.0,208.0,168426634.0
48582,tt0799949,Epic Movie,2007,Adventure,86,"Jason Friedberg, Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays, Faune Chambers Watkins, Crispin Glover, Tony Cox, Héctor Jiménez, Darrell Hammond, Carmen Electra, Fred Willard, David Carradine, Kevin McDonald, George Alvarez, Crista Flanagan",A spoof on previous years' epic movies (,2.4,20000000,39739367,86865564.0,98960,681.0,113.0,66865564.0
36554,tt0238380,Equilibrium,2002,Action,107,Kurt Wimmer,"Christian Bale, Dominic Purcell, Sean Bean, Christian Kahrmann, John Keogh, Sean Pertwee, William Fichtner, Angus Macfadyen, David Barrash, Dirk Martens, Taye Diggs, Matthew Harbour, Maria Pia Calzone, Emily Siewert, Emily Watson","In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.",7.4,20000000,1203794,5368217.0,299984,1186.0,154.0,-14631783.0
34712,tt0195685,Erin Brockovich,2000,Biography,131,Steven Soderbergh,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López, Emily Marks, Julie Marks, Scotty Leavenworth, Gemmenne de la Peña, Erin Brockovich-Ellis",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,7.3,52000000,125595205,256271286.0,162320,511.0,170.0,204271286.0
33903,tt0180679,Escanaba in da Moonlight,2001,Comedy,91,Jeff Daniels,"Jeff Daniels, Harve Presnell, Joey Albright, Wayne David Parker, Randall Godwin, Kimberly Guerrero, James Porterfield, Guy Sanville, Lucas Daniels, Phillip W. Powers, Sandra Birch, Alex Mulvaney, Kyle Broeders, Belinda 'Allee' Eagle, Chad Decota",A macho man in a family on the eve of deer-hunting season must deal with the eldest son's curse of never having bagged a buck.,6.5,1000000,2276602,2276602.0,1658,105.0,9.0,1276602.0
53330,tt1211956,Escape Plan,2013,Action,115,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir, Amy Ryan, Sam Neill, Vincent D'Onofrio, Vinnie Jones, Matt Gerald, 50 Cent, Caitriona Balfe, David Joseph Martinez, Alec Rayme, Christian Stokes, Graham Beckel","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",6.7,50000000,25135965,137328301.0,216038,322.0,301.0,87328301.0
41328,tt0338013,Eternal Sunshine of the Spotless Mind,2004,Drama,108,Michel Gondry,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood, Thomas Jay Ryan, Mark Ruffalo, Jane Adams, David Cross, Kirsten Dunst, Tom Wilkinson, Ryan Whitney, Debbon Ayer, Amir Ali Said, Brian Price, Paulie Litt","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",8.3,20000000,34400301,72258126.0,844466,1701.0,287.0,52258126.0
